playa,tipo_vehic,fecha_ingreso,motivo,lugar_remision,comuna,anio,mes,motivo_norm
Libres del Sur,MOTO,2024-07-01,OTROS,ALCORTA 6700,*,2024,7,OTROS
Libres del Sur,AUTO,2024-07-01,ESTACIONAMIENTO,AV CORDOBA 316,*,2024,7,ESTACIONAMIENTO
Libres del Sur,AUTO,2024-07-01,ESTACIONAMIENTO,CORDOBA 350,*,2024,7,ESTACIONAMIENTO
Libres del Sur,AUTO,2024-07-02,UBER,AV DEL LIBERTADOR 400,*,2024,7,UBER
Libres del Sur,AUTO,2024-07-02,ESTACIONAMIENTO,AV CALLAO 1609,*,2024,7,ESTACIONAMIENTO
Libres del Sur,AUTO,2024-07-02,ESTACIONAMIENTO,AV SANTA FE 1622,*,2024,7,ESTACIONAMIENTO
Libres del Sur,AUTO,2024-07-02,ESTACIONAMIENTO,CALLAO 930,*,2024,7,ESTACIONAMIENTO
Libres del Sur,MOTO,2024-07-02,DOCUMENTACION,AV FIGUEROA ALCORTA 3600,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-02,DOCUMENTACION,AV LA PLATA 731,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-03,ALCOHOLEMIA,R.OBLIGADO 2200,*,2024,7,ALCOHOLEMIA
Libres del Sur,MOTO,2024-07-03,DOCUMENTACION,R. OBLIGADO 2100,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-03,ALCOHOLEMIA,AV- JUJUY 1051,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-03,ESTACIONAMIENTO,AV LIBERTADOR 1138,*,2024,7,ESTACIONAMIENTO
Libres del Sur,AUTO,2024-07-03,ESTACIONAMIENTO,AV CALLAO 617,*,2024,7,ESTACIONAMIENTO
Libres del Sur,AUTO,2024-07-03,ESTACIONAMIENTO,AV CALLAO,*,2024,7,ESTACIONAMIENTO
Libres del Sur,AUTO,2024-07-03,ALCOHOLEMIA,AV. GRAL. LAS HERAS 3500,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-04,ALCOHOLEMIA,AV CORRIENTES 860,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-04,ALCOHOLEMIA,AV RIVADAVIA 5662,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-04,DOCUMENTACION,AV CORRIENTES 860,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-04,OTROS,AV LAS HERAS 3550,*,2024,7,OTROS
Libres del Sur,MOTO,2024-07-04,DOCUMENTACION,AV SARMIENTO,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-04,DOCUMENTACION,AV SARMIENTO,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-04,PLACA,AV SARMIENTO,*,2024,7,PLACA
Libres del Sur,MOTO,2024-07-04,DOCUMENTACION,AV COSTANERA 3500,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-04,DOCUMENTACION,AV SARMIENTO,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-04,PLACA,AV. DEL LIBERTADOR 100,*,2024,7,PLACA
Libres del Sur,MOTO,2024-07-05,ALCOHOLEMIA,AV. CORDOBA 4073,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-05,DOCUMENTACION,ALEM 550,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-05,ALCOHOLEMIA,AV. CORDOBA 4073,*,2024,7,ALCOHOLEMIA
Libres del Sur,MOTO,2024-07-05,DOCUMENTACION,AV. PUEYRREDON 2160,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-05,DOCUMENTACION,AV. PUEYRREDON 2160,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-05,ESTACIONAMIENTO,REPUBLICA SIRIA,*,2024,7,ESTACIONAMIENTO
Libres del Sur,AUTO,2024-07-05,ESTACIONAMIENTO,AV CALLAO 2432,*,2024,7,ESTACIONAMIENTO
Libres del Sur,MOTO,2024-07-05,DOCUMENTACION,AV ALCORTA 3800,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-05,DOCUMENTACION,AV LAS HERAS 2166,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-05,DOCUMENTACION,AV LAS HERAS 2166,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-05,DOCUMENTACION,AV LAS HERAS 2166,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-05,ESTACIONAMIENTO,AV CALLAO 180,*,2024,7,ESTACIONAMIENTO
Libres del Sur,AUTO,2024-07-05,DOCUMENTACION,AV PUEYRREDON Y LAS HERAS ,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-07,DOCUMENTACION,AV.SARMIENTO 3100,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,AV. DORREGO 3600,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,AV.JUAN B JUSTO 684,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,PARAGUAY 4902,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,AV.JUAN B JUSTO634,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCO / DOC,AV. 9 DE JULIO 600,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,AV.MADERO 1150,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,JUAN B JUSTO 1800,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,PARAGUAY 4902,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,DORREGO 3600,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,AV.JUAN B JUSTO 634,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,SANTA FE 4844,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,AV.BULLRICH 55,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,SARMIENTO 3100,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,PARAGUAY 4902,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,CERRITO 600,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCO / PLACA,CERRITO 600,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,CERRITO 600,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,CERRITO 600,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,CERRITO 600,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,AV.JUAN B JUSTO ,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,CERRITO 600,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCO / DOC,AV DORREGO 3600,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,AV JUAN B JUSTO 634,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCO / DOC,AV EDUARDO MADERO 1150,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,AV SANTA FE 4844,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCO / DOC,CERRITO 600,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,PARAGUAY 4902,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,CERRITO 600,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-07,ALCOHOLEMIA,CERRITO 600,*,2024,7,ALCOHOLEMIA
Libres del Sur,MOTO,2024-07-07,ALCOHOLEMIA,CERRITO 600,*,2024,7,ALCOHOLEMIA
Libres del Sur,MOTO,2024-07-07,DOCUMENTACION,AV CABILDO 4800,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-07,DOCUMENTACION,AV CABILDO 4800,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-07,ESTACIONAMIENTO,AV LIBERTRADOR 1800,*,2024,7,ESTACIONAMIENTO
Libres del Sur,AUTO,2024-07-08,ALCO / PLACA,C.PELLEGRINI 290,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-08,ALCOHOLEMIA,AV. LIBERTADOR 8600,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-08,ESTACIONAMIENTO,AV SANTA FE 2680,*,2024,7,ESTACIONAMIENTO
Libres del Sur,AUTO,2024-07-08,ESTACIONAMIENTO,SANTA FE 2682,*,2024,7,ESTACIONAMIENTO
Libres del Sur,MOTO,2024-07-08,DOC/PLACA,BAIGORRIA 5307,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-08,DOCUMENTACION,AV SARMIENTO,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-08,DOCUMENTACION,AV. GRAL. LAS HERAS 2169,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-08,DOCUMENTACION,AV. GRAL. LAS HERAS 2169,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-08,DOCUMENTACION,AV. SARMIENTO 2949,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-09,ALCO / DOC,AV CORRIENTES ,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-10,ALCOHOLEMIA,AV.CABILDO 763,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-10,ALCOHOLEMIA,CABILDO 743,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-10,ALCOHOLEMIA,AV.FEDERICO LACROZE 3407,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-10,ALCOHOLEMIA,DORREGO 3600,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-10,ALCOHOLEMIA,AV.CRAMER 2348,*,2024,7,ALCOHOLEMIA
Libres del Sur,MOTO,2024-07-10,DOCUMENTACION,AV-. PUEYRREDON 1389,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-10,DOCUMENTACION,AV-. PUEYRREDON 1389,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-10,ESTACIONAMIENTO,REPUBLICA ARABE SIRIA 3100,*,2024,7,ESTACIONAMIENTO
Libres del Sur,AUTO,2024-07-10,ESTACIONAMIENTO,AV SANTA FE 2676,*,2024,7,ESTACIONAMIENTO
Libres del Sur,MOTO,2024-07-10,DOCUMENTACION,AV J B JUSTO Y AV STA FE,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-10,DOCUMENTACION,AV J B JUSTO Y AV STA FE,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-10,DOCUMENTACION,AV J B JUSTO Y AV STA FE,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-10,DOCUMENTACION,AV J B JUSTO Y AV STA FE,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-10,ESTACIONAMIENTO,REPUBLICA SIRIA 3100,*,2024,7,ESTACIONAMIENTO
Libres del Sur,MOTO,2024-07-10,DOCUMENTACION,AV SANTA FE ,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-10,DOCUMENTACION,AV SANTA FE 2311,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-10,DOCUMENTACION,AV LAS HERAS 3582,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-10,DOCUMENTACION,AV LAS HERAS,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-10,DOC/PLACA,AV SANTA FE 2311,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-10,DOCUMENTACION,AV. JUAN B. JUSTO 600,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-10,DOCUMENTACION,AV. JUAN B. JUSTO 600,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-10,DOCUMENTACION,AV. JUAN B. JUSTO 600,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-10,DOCUMENTACION,AV. SANTA FE 2311,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-10,PLACA,AV. SANTA FE 2311,*,2024,7,PLACA
Libres del Sur,MOTO,2024-07-10,DOC/PLACA,AV. SANTA FE 2311,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-10,DOCUMENTACION,AV. SANTA FE ,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-11,DOCUMENTACION,AV CORONEL DIAZ 2507,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-11,ESTACIONAMIENTO,ANASAGASTI 2092,*,2024,7,ESTACIONAMIENTO
Libres del Sur,MOTO,2024-07-11,DOCUMENTACION,AV LIBERTADOR   ,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-11,PLACA,AV SARMIENTO,*,2024,7,PLACA
Libres del Sur,MOTO,2024-07-11,DOCUMENTACION,AV SARMIENTO,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-11,PLACA,AV SARMIENTO,*,2024,7,PLACA
Libres del Sur,MOTO,2024-07-11,DOC/PLACA,AV DEL LIBERTADOR,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-11,DOCUMENTACION,AV DEL LIBERTADOR,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-11,DOCUMENTACION,AV DEL LIBERTADOR,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-11,DOC/PLACA,AV DEL LIBERTADOR,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-11,DOCUMENTACION,AV DEL LIBERTADOR,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-11,DOCUMENTACION,AV SARMIENTO 2601,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-11,PLACA,AV SARMIENTO 2601,*,2024,7,PLACA
Libres del Sur,MOTO,2024-07-11,DOCUMENTACION,AV SARMIENTO 2601,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-11,DOCUMENTACION, AV PUEYRREDON 2500,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-11,DOCUMENTACION,AV PUEYRREDON 2500,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-11,DOCUMENTACION,PUEYRREDON 2500,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-11,OTROS,AV LAS HERAS 3500,*,2024,7,OTROS
Libres del Sur,MOTO,2024-07-11,DOC/PLACA,LAS HERAS 3500,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-11,PLACA,AV LAS HERAS 3500,*,2024,7,PLACA
Libres del Sur,MOTO,2024-07-11,OTROS,LAS HERAS 3500,*,2024,7,OTROS
Libres del Sur,MOTO,2024-07-11,OTROS,LAS HERAS 3500,*,2024,7,OTROS
Libres del Sur,MOTO,2024-07-11,DOCUMENTACION,LAS HERAS 3500,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-11,OTROS,LAS HERAS 3500,*,2024,7,OTROS
Libres del Sur,MOTO,2024-07-11,OTROS,LAS HERAS 3500,*,2024,7,OTROS
Libres del Sur,MOTO,2024-07-11,PLACA,LAS HERAS 3500,*,2024,7,PLACA
Libres del Sur,AUTO,2024-07-12,OTROS,VERA PEÑALOZA 100,*,2024,7,OTROS
Libres del Sur,MOTO,2024-07-12,OTROS,AV PUEYRREDON  Y AV LAS HERAS,*,2024,7,OTROS
Libres del Sur,MOTO,2024-07-12,OTROS,AV PUEYRREDON  Y AV LAS HERAS,*,2024,7,OTROS
Libres del Sur,AUTO,2024-07-12,ESTACIONAMIENTO,AV CALLAO 1460,*,2024,7,ESTACIONAMIENTO
Libres del Sur,AUTO,2024-07-12,ESTACIONAMIENTO,AV CALLAO 1060,*,2024,7,ESTACIONAMIENTO
Libres del Sur,MOTO,2024-07-12,DOCUMENTACION,AV PUEYRREDON 2115,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-12,DOCUMENTACION,AV PUEYRREDON 2115,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-12,DOCUMENTACION,AV PUEYRREDON 2701,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-12,ESTACIONAMIENTO,AV CALLAO 1025,*,2024,7,ESTACIONAMIENTO
Libres del Sur,MOTO,2024-07-12,DOCUMENTACION,AV CASARES 3500,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-12,DOCUMENTACION,AV CASARES 3500,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-12,DOCUMENTACION,AV CALLAO 433,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-12,DOCUMENTACION,AV CASARES 3500,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-12,DOCUMENTACION,AV PUEYRREDON 2115,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-12,PLACA,AV PUEYRREDON 2115,*,2024,7,PLACA
Libres del Sur,MOTO,2024-07-12,DOC/PLACA,AV PUEYRREDON 2115,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-13,DOCUMENTACION,AV. PUEYRREDON 2580,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-13,DOCUMENTACION,AV. PUEYRREDON 2580,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-13,DOCUMENTACION,AV. PUEYRREDON 2580,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-13,ESTACIONAMIENTO,SARMIENTO 3826,*,2024,7,ESTACIONAMIENTO
Libres del Sur,AUTO,2024-07-13,ESTACIONAMIENTO,SARMIENTO 3826,*,2024,7,ESTACIONAMIENTO
Libres del Sur,AUTO,2024-07-13,ESTACIONAMIENTO,SARMIENTO 3826,*,2024,7,ESTACIONAMIENTO
Libres del Sur,AUTO,2024-07-14,ALCOHOLEMIA,JUAN B JUSTO 1801,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,ALCOHOLEMIA,AV.JUAN B JUSTO 1801,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,ALCOHOLEMIA,AV.JUAN  B JUSTO 1800,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,ALCOHOLEMIA,SANTA FE 4800,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,ALCOHOLEMIA,SANTA FE 4500,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,ALCOHOLEMIA,JUAN B JUSTO 1800,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,ALCOHOLEMIA,PUEYRREDON 2550,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,ALCOHOLEMIA,DORREGO 3600,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,ALCOHOLEMIA,SANTA FE 4509,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,ALCOHOLEMIA,AV.DORRGO 3600,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,ALCOHOLEMIA,AV.JUAN B JUSTO 1800,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,DOCUMENTACION,AV.BULLRICH 451,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-14,OTROS,PARAGUAY Y GODOY CRUZ,*,2024,7,OTROS
Libres del Sur,AUTO,2024-07-14,ALCOHOLEMIA,AV.JUAN B JUSTO 1801,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,ALCOHOLEMIA,SANTA FE 4509,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,ALCOHOLEMIA,JUAN B JUSTO 1800,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,ALCOHOLEMIA,AV.SANTA FE 4509,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,ALCOHOLEMIA,AV.SANTA FE4054,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,ALCOHOLEMIA,SANTA FE4509,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,ALCOHOLEMIA,AV.JUAN B JUSTO 1600,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,ALCOHOLEMIA,AV.JUAN B JUSTO 1801,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,ALCOHOLEMIA,AV SANTA FE 4509,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,ALCO / DOC,BULLRICH 459,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,ALCOHOLEMIA,AV. JUAN B JUSTO 1801,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,ALCOHOLEMIA,AV DORREGO 3600,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-14,DOCUMENTACION,AV SANTA FE 4509,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-14,PLACA,AV. DEL LIBERTADOR 500,*,2024,7,PLACA
Libres del Sur,MOTO,2024-07-16,DOCUMENTACION,AV LAS HERAS 3507,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-16,DOCUMENTACION,LAS HERAS 3507,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-16,PLACA,AV.RAMOS MEJIA 1000,*,2024,7,PLACA
Libres del Sur,AUTO,2024-07-17,ESTACIONAMIENTO,AV FIGUEROA ALCORTA 2280,*,2024,7,ESTACIONAMIENTO
Libres del Sur,MOTO,2024-07-17,DOCUMENTACION,AV PUEYRREDON 2100,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-17,ESTACIONAMIENTO,LAS HERAS 3893,*,2024,7,ESTACIONAMIENTO
Libres del Sur,MOTO,2024-07-17,DOCUMENTACION,PUYRREDON 2100,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-17,ESTACIONAMIENTO,CALLAO 1062,*,2024,7,ESTACIONAMIENTO
Libres del Sur,MOTO,2024-07-17,PLACA,AV STA FE 3684,*,2024,7,PLACA
Libres del Sur,MOTO,2024-07-17,DOCUMENTACION,SANTA FE 3684,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-17,DOCUMENTACION,AV STA FE 3684,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-17,DOCUMENTACION,LIBERTADOR 3100,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-17,DOCUMENTACION,AV LIBERTADOR 3100,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-17,DOC/PLACA,PUEYRREDON 2100,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-17,DOCUMENTACION,PUEYRREDON 2100,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-17,DOCUMENTACION,AV SANTA FE 3684,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-17,OTROS,AV SANTA FE 3684,*,2024,7,OTROS
Libres del Sur,MOTO,2024-07-17,PLACA,AV SANTA FE 3684,*,2024,7,PLACA
Libres del Sur,MOTO,2024-07-18,ALCOHOLEMIA,AV. DEL LIBERTADOR 3429,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-18,DOCUMENTACION,AV. LAS HERAS 3250,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-18,ALCOHOLEMIA,PUEYRREDON 3250 ,*,2024,7,ALCOHOLEMIA
Libres del Sur,MOTO,2024-07-18,DOCUMENTACION,SARMIENTO 2601,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-18,OTROS,AV SANTA FE 2960,*,2024,7,OTROS
Libres del Sur,MOTO,2024-07-18,OTROS,AV LAS HERAS Y SALGUERO,*,2024,7,OTROS
Libres del Sur,MOTO,2024-07-18,DOCUMENTACION,AV SARMIENTO 2601,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-18,DOCUMENTACION,AV SARMIENTO 2601,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-18,DOCUMENTACION,AV SANTA FE 2960,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-19,DOCUMENTACION,AV PUEYRREDON 1389 ,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-19,DOCUMENTACION,AV PUEYRREDON 1389 ,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-19,ESTACIONAMIENTO,CABELLO 3260,*,2024,7,ESTACIONAMIENTO
Libres del Sur,MOTO,2024-07-19,PLACA,FIGUEROA ALCORTA 3886,*,2024,7,PLACA
Libres del Sur,MOTO,2024-07-19,DOCUMENTACION,AV DEL LIBERTADOR 3700,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-19,DOCUMENTACION,AV SANTA FE 1370,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-19,DOCUMENTACION,AV PUEYRREDON 1370,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-19,DOCUMENTACION,AV PUEYRREDON 1370,*,2024,7,DOCUMENTACION
Libres del Sur,MOTO,2024-07-20,PLACA,AV DORREGO 3603,*,2024,7,PLACA
Libres del Sur,AUTO,2024-07-20,ALCOHOLEMIA,AV PUEYRREDON 2500,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-20,DOCUMENTACION,AV AZUCENA VILLAFLOR ,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-20,DOCUMENTACION,M.GUEMES 201,*,2024,7,DOCUMENTACION
Libres del Sur,AUTO,2024-07-20,ESTACIONAMIENTO,SARMIENTO 3828,*,2024,7,ESTACIONAMIENTO
Libres del Sur,AUTO,2024-07-21,ALCOHOLEMIA,AV PUEYRREDON 2530,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-21,ALCOHOLEMIA,PARAGUAY 4900,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-21,ALCOHOLEMIA,AV DORREGO 3600,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-21,ALCOHOLEMIA,AV DORREGO 3600,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-21,ALCOHOLEMIA,AV DORREGO 3600,*,2024,7,ALCOHOLEMIA
Libres del Sur,AUTO,2024-07-21,ALCOHOLEMIA,AV PUEYRREDON 2530,*,2024,7,ALCOHOLEMIA
